Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Duration_missing
Aadupuliyattam,2016,145.0,Horror,4.2,266.0,Kannan Thamarakkulam,Jayaram,Ramya Krishnan,Om Puri,False
Aafat,1977,148.0,"Crime, Drama",5.3,17.0,Atma Ram,Navin Nischol,Leena Chandavarkar,Jayshree T.,False
Aafat-e-Ishq,2021,,"Comedy, Thriller",,,Indrajit Nattoji,Amit Sial,Neha Sharma,Garima Jain,True
Aafreen,2021,,Romance,,,Manjeet Rai,Chitransh Raaj,Prishita Tiwari,Sapna Shetty,True
Aag,1948,138.0,"Musical, Romance",7.4,357.0,Raj Kapoor,Nargis,Kamini Kaushal,Nigar Sultana,False
Aag,1967,,"Action, Drama",6.2,29.0,Naresh Kumar,Feroz Khan,Mumtaz,Achala Sachdev,True
Aag,1994,139.0,"Action, Comedy, Drama",4.6,227.0,K. Ravi Shankar,Govinda,Shilpa Shetty Kundra,Sonali Bendre,False
Aag Andhi Aur Toofan,1994,,"Action, Thriller",3.1,11.0,Kanti Shah,Amit Dhamija,Mukesh Khanna,Kiran Kumar,True
Aag aur Angaray,1990,,Action,,,Vikaram Naroo,Rakesh Bedi,Birbal,Gulshan Grover,True
Aag Aur Chingari,1994,133.0,Action,4.1,13.0,Kanti Shah,Alpana,Aparajita,Asrani,False
Aag Aur Daag,1970,,"Action, Comedy, Drama",3.7,14.0,A. Salaam,Joy Mukherjee,Poonam Sinha,Master Bhagwan,True
Aag Aur Shabab,1990,101.0,Thriller,,,Ravi Kumar,Madhuri,Captain Raju,,False
Aag Aur Shola,1986,,"Action, Drama, Romance",4.1,42.0,K. Bapaiah,Jeetendra,Sridevi,Mandakini,True
Aag Aur Shola,2001,,Action,,,Ravi Raja Pinisetty,Kiran Rathod,Flora Saini,Raj Shekhar,True
Aag Aur Tezaab,1998,,Action,,,Israr Ahmed,Jagdish Sidana,Satish Kaul,Kader Khan,True
Aag Aur Toofan,1975,,"Action, Drama, Thriller",,,Tanvir Ahmed,Mumtaz,Robin Kumar,Anwar Hussain,True
Aag Hi Aag,1987,170.0,Action,5.3,93.0,Shibu Mitra,Dharmendra,Shatrughan Sinha,Moushumi Chatterjee,False
Aag Ka Dariya,1990,,Action,4.2,22.0,S.V. Rajendra Singh Babu,Avtar Gill,Rajiv Kapoor,Padmini Kolhapure,True
Aag Ka Dariya,1953,,"Drama, Family",,,Roop K. Shorey,Meena Shorey,Karan Dewan,Prithviraj Kapoor,True
Aag Ka Gola,1990,180.0,"Action, Drama",4.8,101.0,David Dhawan,Sunny Deol,Dimple Kapadia,Archana Puran Singh,False
Aag Ka Gola,2002,,Action,,,Kishan Shah,Junior Amitabh Bachchan,Junior Mithun Chakraborthy,Junior Sanjay Dutt,True
Aag Ka Prem Yudh,2002,,Action,,,Thriller Manju,Rachana Maurya,Sanghavi,Upendra,True
Aag Ka Toofaan,1993,137.0,Action,4.8,21.0,Kanti Shah,Dharmendra,Sadashiv Amrapurkar,Asrani,False
Aag Ke Sholay,1988,138.0,"Action, Thriller",3.4,7.0,S.R. Pratap,Bipasha,Hemant Birje,Sudhir Dalvi,False
Aag Ke Sholay,2001,139.0,Action,,,Kanti Shah,Anil Nagrath,Amit Pachori,Sapna Sappu,False
Aag Laga Do Sawan Ko,1991,,"Drama, Romance",5.7,7.0,Anup Malik,Reema Lagoo,Kuldeep Mallik,Harish Patel,True
Aag Lagi Barsat Mein,1990,,Thriller,,,Charanya,Y.G. Mahendran,Silk Smitha,,True
Aag Se Khelenge,1989,151.0,Action,5.0,52.0,Subhash Ghai,Bhaskar Shetty,Jeetendra,Anil Kapoor,False
Aagaah: The Warning,2011,,"Drama, Horror, Thriller",3.6,23.0,Karan Razdan,Ila Arun,Anang Desai,Zakir Hussain,True
Aage Badho,1947,,Drama,6.0,6.0,Yeshwant Pethkar,Dev Anand,Madhu Apte,Khurshid Begum,True
Aage Badho,1972,,Romance,,,I.S. Johar,Dilip Dutt,Ambika Johar,Rajeev Kumar,True
Aage Kadam,1943,,,,,N.R. Acharya,Anjali Devi,Mubarak,Motilal,True
Aage Ki Soch,1988,,Comedy,4.8,30.0,Dada Kondke,Shakti Kapoor,Huma Khan,Dada Kondke,True
Aage Maut Peeche Maut,2001,78.0,Horror,3.1,7.0,A.T. Joy,Lekha Pande,Vimal Raj,Shakila,False
Aage Mod Hai,1987,,,,,Ajit,Raja Bundela,Uday Chandra,Geeta Khanna,True
Aagey Se Right,2009,117.0,"Comedy, Crime, Drama",5.0,381.0,Indrajit Nattoji,Shreyas Talpade,Mahie Gill,Karan Veer Mehra,False
Aaghaat,2000,,Action,,,Vijay Borade,Zaffar Abbas,Mohnish Bahl,Meena Bisht,True
Aaghaaz,2000,153.0,"Action, Crime, Drama",4.2,274.0,Yogesh Ishwar,Sunil Shetty,Sushmita Sen,Namrata Shirodkar,False
Aaghosh,1953,,"Drama, Romance",,,R.D. Mathur,Agha,Nasir Khan,Leela Mishra,True
Aagman,1982,,Drama,4.8,8.0,Muzaffar Ali,Masood Akhtar,Bharat Bhushan,Rajina Raj Bisaria,True
Aah,1953,150.0,"Drama, Musical, Romance",7.2,275.0,Raja Nawathe,Nargis,Raj Kapoor,Vijayalaxmi,False
Aahat - Ek Ajeeb Kahani,1971,,Thriller,6.4,10.0,Kishore Rege,Jaya Bachchan,Ramesh Deo,Dharmendra,True
Aah-E-Mazluman,1935,,,,,N.G. Bulchandani,Abdul Rehman Kabuli,,,True
Aahuti,1950,,,,,Kulbhushan,Cuckoo,Indubala,Vikram Kapoor,True
Aahuti,1978,135.0,"Action, Drama",6.0,25.0,Ashok V. Bhushan,Rajendra Kumar,Shashi Kapoor,Rakesh Roshan,False
Aahuti,1992,,Drama,,,Rajendra Bhatia,Arun Bali,,,True
Aahvaan,2020,114.0,"Comedy, Horror",,,Amrit Raj Thakur,Dev Vart Singh,Arya Chaturvedi,Muskaan Sinha,False
Aahwan,1996,,Action,,,,,,,True
Aai Bahar,1946,,,,,,,,,True
Aai Phirse Bahar,1960,,,,,A. Bhimsingh,Padmini,Shivaji Ganesan,Rajasulochana,True
Aaina,1993,149.0,"Drama, Romance",6.0,448.0,Deepak Sareen,Jackie Shroff,Juhi Chawla,Amrita Singh,False
Aaina,1977,150.0,Drama,6.8,94.0,K. Balachander,Mumtaz,Rajesh Khanna,A.K. Hangal,False
Aaina,1944,,"Drama, Romance",3.2,5.0,S.M. Yusuf,Husn Banu,Sulochana Chatterjee,Gope,True
Aaina,2019,60.0,Horror,,,Raja Bhargav,Komal Bharti,Urmila Chandolia,Ankit Jha,False
Aaiyash: The Desire,2004,123.0,"Drama, Romance",,,Sandeep Kumar,Akansha,Rakhi Bajaj,Amit Dhamija,False
Aaj,1987,116.0,Drama,5.5,281.0,Mahesh Bhatt,Raj Babbar,Smita Patil,Raj Kiran,False
Aaj Aur Kal,1947,,"Comedy, Sci-Fi",4.1,8.0,Khwaja Ahmad Abbas,Nayantara,Shyam,Rashid Ahmed,True
Aaj Aur Kal,1963,144.0,"Drama, Romance",5.6,52.0,Vasant Joglekar,Ashok Kumar,Sunil Dutt,Nanda,False
Aaj Jaana Hai Ke Pyaar Kya Ha,2004,,Romance,,,Vikram Naaru,Arun Bakshi,Bharat Kapoor,Shakti Kapoor,True
Aaj Ka Aladdin,1935,,,6.0,5.0,Nagendra Majumdar,,,,True
Aaj Ka Andha Kanoon,2003,46.0,Action,3.1,15.0,Amit Chandra Sahay,Sudesh Berry,Priyanka Upendra,Aman Jalali,False
Aaj Ka Arjun,1990,164.0,"Action, Crime, Drama",4.7,586.0,K.C. Bokadia,Amitabh Bachchan,Jaya Prada,Radhika Sarathkumar,False
Aaj Ka Daur,1985,153.0,"Action, Drama",5.1,40.0,K. Bapaiah,Jackie Shroff,Padmini Kolhapure,Nirupa Roy,False
Aaj Ka Farhad,1948,,,,,Balwant Joshi,Zohra,,,True
Aaj Ka Gang Leader,1993,,Action,5.6,29.0,Kodanda Rami Reddy A.,Bhanupriya,Chiranjeevi,Radha,True
Aaj Ka Goonda Raaj,1992,147.0,"Action, Thriller",5.3,144.0,Ravi Raja Pinisetty,Chiranjeevi,Meenakshi Sheshadri,Raj Babbar,False
Aaj Ka Gunda,2001,,"Action, Thriller",4.7,23.0,Kanti Shah,Dharmendra,Mohan Joshi,Shakti Kapoor,True
Aaj Ka Gunda,1992,,Action,,,Ravi Raja Pinisetty,Chiranjeevi,Radha,Vijayshanti,True
Aaj Ka Gunda Raaj,2006,,Action,6.0,46.0,Mahesh Anand,Tanikella Bharani,Gulshan Grover,Milind Gunaji,True
Aaj Ka Hindustan,1940,,,,,Jayant Desai,Rose,Prithviraj Kapoor,Ishwarlal,True
Aaj Ka Inteqaam,1991,,Thriller,,,Rajni Bala,Jainendra,Jamuna,Neela,True
Aaj Ka Krantiveer,2004,,Action,,,Jayasudha,Nassar,Soundarya,Vijayakanth,True
Aaj Ka Laawaris,2006,,Action,5.7,17.0,Arjun Sarja,Jagapathi Babu,Gajala,Vija Kumar,True
Aaj Ka Mahaatma,1976,170.0,"Action, Romance",3.5,23.0,Kundan Kumar,Randhir Kapoor,Rekha,Ranjeet,False
Aaj Ka Maseeha,1995,,Action,,,Sahil Surti,Rakesh Bedi,Brahmachari,Jamuna,True
Aaj Ka Nanha Farishta,2000,,"Action, Crime, Thriller",5.8,8.0,Pratap Barot,Ishrat Ali,Vikas Anand,Raj Babbar,True
Aaj Ka Parshuram,1992,,Action,,,Satya Murthy G.,Nagendra,Disco Shanti,,True
Aaj Ka Ravan,2000,128.0,"Action, Crime",4.3,31.0,Kasam Ali,Mithun Chakraborty,Gajendra Chauhan,Siddharth Dhawan,False
Aaj Ka Romeo,1995,,Action,,,Pavithran,Prabhu Deva,Sarath Kumar,Kushboo,True
Aaj Ka Samson,1991,123.0,"Action, Romance",3.1,14.0,Kukoo Kapoor,Hemant Birje,Sahila Chaddha,Goga Kapoor,False
Aaj Ka Shahen Shah,1997,,Action,,,Kodanda Rami Reddy A.,Bhanupriya,Chiranjeevi,Manik Irani,True
Aaj Ka Ye Ghar,1976,,Drama,4.5,10.0,Surendra Shailaj,Jaymala Adarsh,Shreeram Lagoo,Romesh Sharma,True
Aaj Kaa M.L.A. Ram Avtar,1984,157.0,"Action, Drama",5.8,65.0,Narayana Rao Dasari,Rajesh Khanna,Shabana Azmi,Deven Verma,False
Aaj Kal,1934,,,,,R.S. Choudhury,Jal Merchant,Shantakumari,,True
Aaj Ke Angaarey,1988,128.0,"Action, Drama",5.0,26.0,Babbar Subhash,Vinod K. Verma,Hemant Birje,Archana Puran Singh,False
Aaj Ke Shahenshah,1990,132.0,Action,3.3,15.0,Shibu Mitra,Jeetendra,Raj Babbar,Chunky Panday,False
Aaj Ke Sholey,1985,,Adventure,5.3,37.0,S.V. Rajendra Singh Babu,Jayanthi,Manjula,Amrish Puri,True
Aaj Ki Awaz,1984,137.0,"Action, Drama, Crime",5.6,79.0,Ravi Chopra,Raj Babbar,Smita Patil,Rashmi Chauhan,False
Aaj Ki Baat,1955,,,,,Leela Chitnis,Ajit,Ajit Chitnis,Leela Chitnis,True
Aaj Ki Biwi,1991,,Drama,,,Ajay Kumar,Vijay Kumar,Jaishree Patel,,True
Aaj Ki Dhara,1979,,Drama,,,Mukul Dutt,Danny Denzongpa,Padma Khanna,Pradeep Kumar,True
Aaj Ki Duniya,1940,,Drama,,,G.P. Pawar,Jeevan,Trilok Kapoor,Nazir,True
Aaj Ki Jung,1988,,Action,,,Kodanda Rami Reddy A.,,,,True
Aaj Ki Pukar,1976,,Drama,,,,,,,True
Aaj Ki Raat,1948,,,,,D.D. Kashyap,Motilal,Suraiya,Lala Yaqoob,True
Aaj Ki Raat,1992,,Thriller,,,Madhuri,Pratap,Raghu,Ravi,True
Aaj Ki Taaqat,1992,,,,,Anil Nagrath,Jaya Mathur,Anil Nagrath,Sunil Puri,True
Aaj Ki Taaza Khabar,1973,,Comedy,7.3,88.0,Rajendra Bhatia,Radha Saluja,Kiran Kumar,I.S. Johar,True
Aaj Kie Aurat,1993,,"Action, Drama",3.8,14.0,Avtar Bhogal,Jeetendra,Dimple Kapadia,Sujata Mehta,True
Aaj Watan Ne Humen Pukara,1968,,Drama,,,,,,,True
Aaja Mere Mehboob,1994,,Romance,,,Rakesh Kakaria,,,,True
Aaja Mere Raja,2000,,Drama,,,Pradeep Chandra,Beena Banerjee,Amita Nangia,Moon Moon Sen,True
Aaja Meri Bahon Mein,2002,,Romance,,,,,,,True
Aaja Meri Jaan,1993,162.0,Romance,4.4,30.0,Ketan Anand,Krishan Kumar,Tanya Singh,Shammi Kapoor,False
Aaja Nachle,2007,137.0,"Drama, Family, Music",6.2,2998.0,Anil Mehta,Madhuri Dixit,Darshan Jariwala,Raghuvir Yadav,False
Aaja Re O Sajana,1994,,"Drama, Romance",,,Tammu Hasan,Neelima Azim,Bob Christo,Puneet Issar,True
Aaja Sanam,1968,121.0,"Drama, Romance",6.7,14.0,Yusuf Naqvi,Feroz Khan,Tanuja,Deven Verma,False
Aaja Sanam,1994,,"Drama, Romance",3.3,7.0,Mohnish Bahl,Chandni,Kulbhushan Kharbanda,Ranbir Pushp,True
Aakanksha,1993,120.0,Drama,,,Dinkar Chowdhary,Om Puri,Pankaj Kapur,Sadashiv Amrapurkar,False
Aakhir,1984,,Comedy,,,K.K. Talwar,Jalal Agha,Kalpana Iyer,Jagdeep,True
Aakhir Kaun Thi Woh?,2000,,"Action, Mystery, Thriller",4.4,5.0,Bapu,Raj Babbar,Raza Murad,Sripradha,True
Aakhir Kyon?,1985,,Drama,6.6,158.0,J. Om Prakash,Rajesh Khanna,Smita Patil,Rakesh Roshan,True
Aakhree Raasta,1986,164.0,"Action, Crime, Drama",7.1,1283.0,Bhagyaraj,Amitabh Bachchan,Sridevi,Jaya Prada,False
Aakhri Adaalat,1988,148.0,"Action, Thriller",5.2,78.0,Rajiv Mehra,Vinod Khanna,Dimple Kapadia,Jackie Shroff,False
Aakhri Baazi,1989,149.0,"Action, Drama, Family",4.1,53.0,Ashim S. Samanta,Shatrughan Sinha,Moushumi Chatterjee,Govinda,False
Aakhri Badla,1989,120.0,"Action, Crime, Drama",5.0,21.0,Mangal Chakravarty,Tom Alter,Yogeeta Bali,Abhi Bhattacharya,False
Aakhri Badla,2004,,Action,,,Meena Amani,Harikrishna,Rajeev Kanakala,Mumait Khan,True
Aakhri Cheekh,1991,,Horror,4.8,47.0,Kiran Ramsay,Vijayendra Ghatge,Javed Khan,Sripradha,True
Aakhri Chetawani,1993,,,,,Deva Dutta,Bharat Bhushan,Sudha Chandran,Amita Nangia,True
Aakhri Daao,1975,,"Action, Crime, Drama",5.5,29.0,A. Salaam,Jeetendra,Saira Banu,Padma Khanna,True
Aakhri Daku,1978,,Action,5.6,21.0,Prakash Mehra,Randhir Kapoor,Vinod Khanna,Rekha,True
Aakhri Dao,1958,,Comedy,6.4,16.0,Mahesh Kaul,Nutan,Shekhar,Jeevan,True
Aakhri Dastak,2004,,Drama,,,Kishore Dang,Aasif Sheikh,Preeti Bhutani,Raza Murad,True
Aakhri Galti,1936,,,,,Kamlabai Gokhale,,,,True
Aakhri Geet,1975,,,,,G.V. Iyer,G.V. Narayana Rao,Rekha,Krishna Swamy,True
Aakhri Ghulam,1989,171.0,"Action, Crime, Drama",4.9,34.0,Shibu Mitra,Mithun Chakraborty,Sonam,Anupam Kher,False
Aakhri Goli,1977,,Action,4.8,18.0,Shibu Mitra,Sunil Dutt,Leena Chandavarkar,Farida Jalal,True
Aakhri Insaaf,1980,,"Action, Mystery",4.9,10.0,Kalidas,Mithun Chakraborty,Vijayendra Ghatge,Ashok Kumar,True
Aakhri Inteqam,2002,,Action,2.5,16.0,Rajesh Bakshi,Sudesh Berry,Anu Kashyap,Amit Pachori,True
Aakhri Kasam,1979,126.0,"Action, Thriller",6.3,7.0,Dinesh-Ramanesh,Ramesh Puri,Vinod Mehra,Yogeeta Bali,False
Aakhri Khat,1966,153.0,Drama,6.9,122.0,Chetan Anand,Rajesh Khanna,Indrani Mukherjee,Master Bunty,False
Aakhri Khwahish-Ek Gunah Ki,2003,,Thriller,,,Amrit Batra,Arun Bakshi,Ramesh Bhatkar,Dinesh Hingoo,True
Aakhri Mohabbat,1994,,Romance,,,Abhilasha,Girish,Ravi Menon,Raghu,True
Aakhri Mujra,1981,121.0,"Drama, Musical",,,Hiren Nag,Asha Parekh,Vikram Makandar,Zarina Wahab,False
Aakhri Muqabla,1978,,Action,,,,,,,True
Aakhri Nishan,1974,,,,,S.A. Ashokan,Ram Chandran,Jyothi Lakshmi,,True
Aakhri Nishchay,1988,,Drama,,,K.C. Agarwal,Ratan Aulakh,Anil Chadha,Sudhir Dalvi,True
Aakhri Paigham,1949,,,,,Muzammil Khurshid,Muzammil Khurshid,Leela Mishra,Niranjan Sharma,True
Aakhri Raat,1999,,Thriller,,,Papu Bahruz,Sudhir Dalvi,Raj Devgan,Mushtaq Khan,True
Aakhri Sajda,1977,110.0,Drama,,,Helen,Jagdeep,Murad,Maya Sinha,False
Aakhri Sangam,1990,160.0,"Action, Romance",7.3,39.0,N.K. Vishwanathan,Nassar,Nirosha,Aurn Pandian,False
Aakhri Sanghursh,1997,138.0,Action,2.8,17.0,Narendra Bedi,Vijayendra Ghatge,Kaajal Kiran,Mukesh Khanna,False
Aakhri Sauda: The Last Deal,2016,,Thriller,,,Sandeep Kumar,Tanvi Arora,Sonia Bajwa,Aaryan Chopra,True
Aakraman,1975,139.0,"Drama, History, Romance",6.3,44.0,J. Om Prakash,Ashok Kumar,Sanjeev Kumar,Rakesh Roshan,False
Aakrandan,2001,,Drama,,,,,,,True
Aakrant,1988,,Drama,,,Vinod Kumar,Sadashiv Amrapurkar,C.S. Dubey,Kislaya,True
Aakrosh,1980,144.0,"Crime, Drama, Music",7.9,887.0,Govind Nihalani,Naseeruddin Shah,Smita Patil,Amrish Puri,False
Aakrosh,2010,115.0,"Action, Crime, Thriller",7.0,3464.0,Priyadarshan,Ajay Devgn,Akshaye Khanna,Bipasha Basu,False
Aakrosh: Cyclone of Anger,1998,,"Action, Crime, Drama",4.6,93.0,Lateef Binny,Sunil Shetty,Shilpa Shetty Kundra,Girish Karnad,True
Aalaap,2012,116.0,Sci-Fi,5.4,26.0,Manish Manikpuri,Omkar Das Manikpuri,Pitobash,Amit Purohit,False
Aalavandhan,2001,177.0,"Action, Thriller",7.2,2192.0,Suresh Krishna,Kamal Haasan,Raveena Tandon,Manisha Koirala,False
Aalha Udal,1962,,"Drama, History",,,Jaswant Jhaveri,Master Bhagwan,Paidi Jairaj,Jeevan,True
Aalwar,2007,152.0,Action,3.0,922.0,Chella,Ajith Kumar,Asin Thottumkal,Vivek,False
Aamaar Bhuvan,2018,107.0,"Drama, Family",7.7,72.0,Mrinal Sen,Saswata Chatterjee,Nandita Das,Koushik Sen,False
Aamdani Atthanni Kharcha Rupaiya,2001,150.0,"Comedy, Drama, Family",4.8,1238.0,K. Raghavendra Rao,A.S. Ravindra Babu,Govinda,Juhi Chawla,False
Aamir,2008,99.0,"Action, Crime, Drama",7.7,10862.0,Raj Kumar Gupta,Rajeev Khandelwal,Aishwarya,Vasan Bala,False
Aamna Saamna,2013,62.0,Animation,,,Rajiv Chilaka,Jigna Bhardwaj,Rajesh Kava,Sabina Malik,False
Aamne - Saamne,1967,163.0,"Crime, Mystery, Romance",6.5,81.0,Suraj Prakash,Shashi Kapoor,Sharmila Tagore,Prem Chopra,False
Aamne Samne,1982,143.0,"Action, Crime, Drama",6.4,53.0,Ashim S. Samanta,Mithun Chakraborty,Bindiya Goswami,Arti Gupta,False
Aamras: The Sweet Taste of Friendship,2009,,Drama,5.8,60.0,Rupali Guha,Vega Tamotia,Ntasha Bhardwaj,Maanvi Gagroo,True
Aamrityu,2018,,Drama,,,Arup Manna,,,,True
Aan Aur Shaan,1984,130.0,Drama,6.4,37.0,Ravi Tandon,Rishi Kapoor,Moushumi Chatterjee,Shammi Kapoor,False
Aan Baan,1972,,Drama,6.1,28.0,Prakash Mehra,Rajendra Kumar,Rakhee Gulzar,Kumkum,True
Aan Baan,1956,,Romance,2.8,5.0,D.D. Kashyap,Ajit,Nalini Jaywant,Mahipal,True
Aan Milo Sajna,1970,177.0,"Drama, Musical, Romance",6.4,211.0,Mukul Dutt,Rajesh Khanna,Asha Parekh,Vinod Khanna,False
Aan: Men at Work,2004,149.0,"Action, Crime, Drama",5.7,2907.0,Madhur Bhandarkar,Akshay Kumar,Shatrughan Sinha,Sunil Shetty,False
Aanch,2003,160.0,Drama,5.6,102.0,Rajesh Ram Singh,Arun Bakshi,Suchindra Bali,Poonam Jhawer,False
Aanchal,1980,138.0,"Action, Drama, Family",6.4,58.0,Anil Ganguly,Rajesh Khanna,Rakhee Gulzar,Rekha,False
Aanchal,1960,,"Drama, Family",4.9,8.0,Vasant Joglekar,Ashok Kumar,Nirupa Roy,Nanda,True
Aanchal Ke Phool,1968,,Drama,5.7,6.0,Karunesh Thakur,Sajjan,Kamini Kaushal,Dev Dutt,True
Aandha Intaquam,1993,,Action,,,Swaroop Kumar,Shanti Priya,Ronit Roy,Tapasya,True
Aandhi,1975,133.0,"Drama, Romance",8.1,1406.0,Gulzar,Suchitra Sen,Sanjeev Kumar,Om Shivpuri,False
Aandhi,1948,,Drama,,,T.R. Sundaram,,,,True
Aandhi Aur Toofan,1964,,"Action, Adventure, Romance",6.0,8.0,Mohammed Hussain,Dara Singh,Mumtaz,Kamran,True
Aandhi-Toofan,1985,144.0,Drama,6.1,49.0,Babbar Subhash,Shashi Kapoor,Hema Malini,Danny Denzongpa,False
Aandhiyan,1952,136.0,Drama,7.4,30.0,Chetan Anand,Dev Anand,Nimmi,Kalpana Kartik,False
Aandhiyan,1990,145.0,Drama,4.8,38.0,David Dhawan,Mumtaz,Prasenjit Chatterjee,Madhushree,False
Aangan,1959,,"Music, Romance",6.6,31.0,O.P. Dutta,Agha,Ameeta,Rehman,True
Aangan,1973,,"Drama, Family",,,Nasir Hussain,Farida Jalal,Ashim Kumar,Leela Mishra,True
Aangan Ki Kali,1979,,"Drama, Family",5.6,5.0,Harsh Kohli,Rakesh Roshan,Lakshmi,Prema Narayan,True
Aani Maani,2019,94.0,Drama,6.6,15.0,Fahim Irshad,Farrukh Seyer,Priyanka Verma,Neha Singh,False
Aankh Ka Nasha,1933,,,,,J.J. Madan,Khurshid Begum,Mukhtar Begum,Jehanara Kajjan,True
Aankh Ki Sharm,1943,,,,,Balwant Bhatt,Prithviraj Kapoor,Trilok Kapoor,Kaushalya,True
Aankh Micholi,1972,,Family,6.0,6.0,Ramanna,Rakesh Roshan,Bharti,Om Prakash,True
Aankh Micholi,2021,,"Comedy, Family",,,Umesh Shukla,Paresh Rawal,Sharman Joshi,Abhimanyu Dasani,True
Aankh Michouli,1942,,,,,R.S. Choudhury,Nalini Jaywant,,,True
Aankhein: The Third Eye,2004,,Action,7.4,15.0,Nassar,Sada,Srikanth,,True
Aankhen,1993,170.0,"Action, Comedy, Crime",6.7,1898.0,David Dhawan,Govinda,Chunky Panday,Raj Babbar,False
Aankhen,1950,,"Drama, Family",7.2,6.0,Devendra Goel,Shekhar,Bharat Bhushan,Nalini Jaywant,True
Aankhen,2002,165.0,"Crime, Drama, Thriller",7.4,12574.0,Vipul Amrutlal Shah,Amitabh Bachchan,Akshay Kumar,Sushmita Sen,False
Aankhen 2,2021,,Thriller,,,Abhinay Deo,Amitabh Bachchan,Sidharth Malhotra,,True
Aankhin Dekhi,1978,,Drama,,,Rajinder Singh Bedi,Suresh Bhagwat,Bhanumati,Bipin Gupta,True
Aankhon Aankhon Mein,1972,154.0,"Drama, Romance",6.4,28.0,Raghunath Jhalani,Rakhee Gulzar,Rakesh Roshan,Achala Sachdev,False
Aankhon Mein Sapne Liye,2005,,Romance,,,Nilu Gavankar,Usha Bachani,Janina Gavankar,Cleo Isaacs,True
Aansoo,1953,,Drama,,,Shanti Kumar,Kamini Kaushal,Kumkum,Madan Mohan,True
Aansoo Aur Muskan,1970,150.0,"Comedy, Drama, Family",6.5,24.0,P. Madhavan,Hema Malini,Parikshit Sahni,Jagdeep,False
Aansuon Ki Duniya,1936,,,,,Anand Prasad Kapoor,Anwari,Sarla,Surendra,True
Aantiya,1993,,Drama,,,Hiren Goswani,Dixita,Anant Galvi,Raj Goswami,True
Aao Baby Pyar Karen,1983,,Romance,,,,,,,True
Aao Hum Saath Chalein,2003,,Romance,,,,,,,True
Aao Jao Ghar Tumhara,1984,,Drama,,,Murlidhar Kapdi,Agha,Birbal,Chandrashekhar,True
Aao Khelein Gilli Danda,2021,,Drama,,,Faheem Chaudhry,Sonal Jha,Omkar Das Manikpuri,Rajesh Jais,True
Aao Milkar Gaen,1964,,Documentary,,,Pramod Pati,,,,True
Aao Pyaar Karen,1964,,"Drama, Romance",6.2,15.0,R.K. Nayyar,Joy Mukherjee,Saira Banu,Sanjeev Kumar,True
Aao Pyaar Karen,1983,,Drama,,,Prakash Verma,Anita Advani,Radhika Bartake,Benjamin Gilani,True
Aao Pyaar Karen,1994,141.0,Romance,4.2,160.0,Ravindra Peepat,Saif Ali Khan,Shilpa Shetty Kundra,Somy Ali,False
Aao Wish Karein,2009,140.0,"Comedy, Family, Fantasy",5.1,584.0,Glen Barreto,Aftab Shivdasani,Aamna Sharif,Rati Agnihotri,False
Aap Aye Bahaar Ayee,1971,119.0,"Comedy, Drama, Romance",6.6,80.0,Mohan Kumar,Rajendra Kumar,Sadhana,Prem Chopra,False
Aap Beati,1976,145.0,"Drama, Family",5.7,32.0,Mohan Kumar,Shashi Kapoor,Hema Malini,Ashok Kumar,False
Aap Beeti,1948,,Drama,,,Kumar,Agha,Ajit,Khurshid Begum,True
Aap Jaisa Koi,2003,,Musical,,,Ruslaan Mumtaz,,,,True
Aap Ka Pyar,1988,,Romance,,,Baby Bulbul,Devesh,Jiteshwari,Ritu Khanna,True
Aap Ke Deewane,1980,,Romance,5.8,204.0,Surendra Mohan,Jeetendra,Rishi Kapoor,Tina Ambani,True
Aap Ke Saath,1986,,Drama,5.7,49.0,J. Om Prakash,Smita Patil,Anil Kapoor,Rati Agnihotri,True
Aap Ki Kasam,1974,153.0,"Romance, Drama",7.0,420.0,J. Om Prakash,Rajesh Khanna,Mumtaz,Sanjeev Kumar,False
Aap Ki Khatir,1977,115.0,"Action, Comedy, Drama",6.3,27.0,Sudhendu Roy,Vinod Khanna,Rekha,Nadira,False
Aap Ki Khatir,2006,122.0,"Comedy, Romance",3.6,863.0,Dharmesh Darshan,Akshaye Khanna,Priyanka Chopra Jonas,Ameesha Patel,False
Aap Ki Marzi,1939,,,,,Sarvottam Badami,Khurshid Begum,Sabita Devi,Sunalini Devi,True
Aap Ki Parchhaiyan,1964,128.0,"Drama, Family, Romance",6.3,39.0,Mohan Kumar,Dharmendra,Supriya Choudhury,Vijayalaxmi,False
Aap Ki Sewa Mein,1946,,,,,Vasant Joglekar,Nimbalkar,,,True
Aap Mujhe Achche Lagne Lage,2002,180.0,"Action, Drama, Romance",3.1,2366.0,Vikram Bhatt,Hrithik Roshan,Ameesha Patel,Kiran Kumar,False
Aap Se Pyar Hain,1994,,Romance,,,Ayush,,,,True
Aap Se Pyar Hua,1978,,Romance,,,P. Sharma,Rita Anchan,Satish Kaul,Sona,True
Aap To Aise Na The,1980,145.0,"Romance, Drama, Family",5.6,38.0,Ambrish Sangal,Raj Babbar,Ranjeeta Kaur,Deepak Parashar,False
Aapa Akka,2009,,Drama,6.0,10.0,Mandakini Mathur,Sohail Mokashi,Satyajit Kadam,,True
Aapas Ki Baat,1981,148.0,"Action, Romance",5.2,17.0,Harmesh Malhotra,Poonam Dhillon,Raj Babbar,Shakti Kapoor,False
